Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
quest_prepperivstandscreamer01_description,Quest,Quest Info,,,"Unlock and Craft an I.V. A Screamer Scout will smell the delightful aroma and visit the location. Eliminate her before she invites her friends. Pick up the I.V. Stand to stop any more Screamer Scouts from appearing.",,,,,,,,,,,,,
quest_prepperivstandscreamer02_offer,Quest,Quest Info,,,"Accept this Quest to begin the I.V. Stand Challenge. Unlock and Craft an I.V. A Screamer Scout will smell the delightful aroma and visit the location. Eliminate her before she invites her friends. Pick up the I.V. Stand to stop any more Screamer Scouts from appearing. Receive 2 Skill Points for eliminating 100 Screamer Scouts. This quest continually loops.",,,,,,,,,,,,,
quest_prepperivstandscreamer02_name,Quest,Quest Info,,,"Screamer Scouts",,,,,,,,,,,,,
quest_prepperivstandscreamer02_subtitle,Quest,Quest Info,,,"Screamer Scouts",,,,,,,,,,,,,
quest_prepperivstandscreamer02_description,Quest,Quest Info,,,"Unlock and Craft an I.V. A Screamer Scout will smell the delightful aroma and visit the location. Eliminate her before she invites her friends. Pick up the I.V. Stand to stop any more Screamer Scouts from appearing.",,,,,,,,,,,,,

quest_nailgunutilityworkers,items,Quest - Challenge,,,"Nailgun Run - Utility Worker",,,,,,,,,,,,,
quest_nailgunutilityworkersDesc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to find and eliminate 10 Nailgun Utility Workers with a Nail Gun. Earn XP, Dukes, and 1 Skill Point upon completion.\n\nAdditional Quest Notes can be found in safes. Scraps to 50 paper.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, 10 Nagelpistolen-Versorgungsarbeiter mit einer Nagelpistole zu finden und zu eliminieren. Verdiene nach Abschluss EP, Jeton aus Dukes Kasino und 1 Fertigkeitspunkt.\n\nZusätzliche Questnotizen finden Sie in Safes. Reste auf 50 Papier.",,,,,,,,,,,
quest_nailgunutilityworkers_offer,Quest,Quest Info,,,"Accept this quest to eliminate 10 Nailgun Utility Workers with a Nail Gun. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,
quest_nailgunutilityworkers_name,Quest,Quest Info,,,"10 Nailgun Utility Workers",,,,,,,,,,,,,
quest_nailgunutilityworkers_subtitle,Quest,Quest Info,,,"10 Nailgun Utility Workers",,,,,,,,,,,,,
quest_nailgunutilityworkers_description,Quest,Quest Info,,,"Accept this quest to eliminate 10 Nailgun Utility Workers with a Nail Gun. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,

quest_stunbatonhazmat,items,Quest - Challenge,,,"Stun Baton Bash - Hazmat",,,,,,,,,,,,,
quest_stunbatonhazmatDesc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to find and eliminate 10 Stun Baton Hazmat Entities with a Stun Baton. Earn XP, Dukes, and 1 Skill Point upon completion.\n\nAdditional Quest Notes can be found in safes. Scraps to 50 paper.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, 10 Betäubungsstab-Gefahrstoffwesen mit einem Betäubungsstab zu finden und zu eliminieren. Verdiene nach Abschluss EP, Jeton aus Dukes Kasino und 1 Fertigkeitspunkt.\n\nZusätzliche Questnotizen finden Sie in Safes. Reste auf 50 Papier.",,,,,,,,,,,
quest_stunbatonhazmat_offer,Quest,Quest Info,,,"Accept this quest to eliminate 10 Stun Baton Hazmat Entities with a Stun Baton. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,
quest_stunbatonhazmat_name,Quest,Quest Info,,,"10 Stun Baton Hazmats",,,,,,,,,,,,,
quest_stunbatonhazmat_subtitle,Quest,Quest Info,,,"10 Stun Baton Hazmats",,,,,,,,,,,,,
quest_stunbatonhazmat_description,Quest,Quest Info,,,"Accept this quest to eliminate 10 Stun Baton Hazmat Entities with a Stun Baton. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,

quest_smgarlene,items,Quest - Challenge,,,"SMG Spree - Arlene",,,,,,,,,,,,,
quest_smgarleneDesc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to find and eliminate 10 SMG Arlenes with an SMG. Earn XP, Dukes, and 1 Skill Point upon completion.\n\nAdditional Quest Notes can be found in safes. Scraps to 50 paper.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, 10 SMG Arlenes mit einer SMG zu finden und zu eliminieren. Verdiene nach Abschluss EP, Jeton aus Dukes Kasino und 1 Fertigkeitspunkte.\n\nZusätzliche Questnotizen finden Sie in Safes. Reste auf 50 Papier.",,,,,,,,,,,
quest_smgarlene_offer,Quest,Quest Info,,,"Accept this quest to eliminate 10 SMG Arlenes with an SMG. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,
quest_smgarlene_name,Quest,Quest Info,,,"10 SMG Arlenes",,,,,,,,,,,,,
quest_smgarlene_subtitle,Quest,Quest Info,,,"10 SMG Arlenes",,,,,,,,,,,,,
quest_smgarlene_description,Quest,Quest Info,,,"Accept this quest to eliminate 10 SMG Arlenes with an SMG. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,

quest_m60demolition,items,Quest - Challenge,,,"M60 Spritzer - Demolition",,,,,,,,,,,,,
quest_m60demolitionDesc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to find and eliminate 10 M60 Demolition Entities with an M60. Earn XP, Dukes, and 1 Skill Point upon completion.\n\nAdditional Quest Notes can be found in safes. Scraps to 50 paper.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, 10 M60-Abrisseinheiten mit einem M60 zu finden und zu eliminieren. Verdiene nach Abschluss EP, Jeton aus Dukes Kasino und 1 Fertigkeitspunkte.\n\nZusätzliche Questnotizen finden Sie in Safes. Reste auf 50 Papier.",,,,,,,,,,,
quest_m60demolition_offer,Quest,Quest Info,,,"Accept this quest to eliminate 10 M60 Demolition Entities with an M60. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,
quest_m60demolition_name,Quest,Quest Info,,,"10 M60 Demolition Entities",,,,,,,,,,,,,
quest_m60demolition_subtitle,Quest,Quest Info,,,"10 M60 Demolition Entities",,,,,,,,,,,,,
quest_m60demolition_description,Quest,Quest Info,,,"Accept this quest to eliminate 10 M60 Demolition Entities with an M60. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,

quest_tariflesoldier,items,Quest - Challenge,,,"TA Rifle - Soldier",,,,,,,,,,,,,
quest_tariflesoldierDesc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to find and eliminate 10 Tactical Assault Rifle Soldiers with an Assault Rifle. Earn XP, Dukes, and 1 Skill Point upon completion.\n\nAdditional Quest Notes can be found in safes. Scraps to 50 paper.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, 10 taktische Sturmgewehrsoldaten mit einem Sturmgewehr zu finden und zu eliminieren. Verdiene nach Abschluss EP, Jeton aus Dukes Kasino und 1 Fertigkeitspunkt.\n\nZusätzliche Questnotizen finden Sie in Safes. Reste auf 50 Papier.",,,,,,,,,,,
quest_tariflesoldier_offer,Quest,Quest Info,,,"Accept this quest to eliminate 10 Tactical Assault Rifle Soldiers with an Assault Rifle. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,
quest_tariflesoldier_name,Quest,Quest Info,,,"10 T.A. Rifle Soldiers",,,,,,,,,,,,,
quest_tariflesoldier_subtitle,Quest,Quest Info,,,"10 T.A. Rifle Soldiers",,,,,,,,,,,,,
quest_tariflesoldier_description,Quest,Quest Info,,,"Accept this quest to eliminate 10 Tactical Assault Rifle Soldiers with an Assault Rifle. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,

quest_steelaxelumberjack,items,Quest - Challenge,,,"Steel Axe Chopper - Lumberjack",,,,,,,,,,,,,
quest_steelaxelumberjackDesc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to find and eliminate 10 Steel Axe Lumberjacks with a Steel Axe. Earn XP, Dukes, and 1 Skill Point upon completion.\n\nAdditional Quest Notes can be found in safes. Scraps to 50 paper.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, 10 Stahlaxt-Holzfäller mit einer Stahlaxt zu finden und zu eliminieren. Verdiene nach Abschluss EP, Jeton aus Dukes Kasino und 1 Fertigkeitspunkt.\n\nZusätzliche Questnotizen finden Sie in Safes. Reste auf 50 Papier.",,,,,,,,,,,
quest_steelaxelumberjack_offer,Quest,Quest Info,,,"Accept this quest to eliminate 10 Steel Axe Lumberjacks with a Steel Axe. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,
quest_steelaxelumberjack_name,Quest,Quest Info,,,"10 Steel Axe Lumberjacks",,,,,,,,,,,,,
quest_steelaxelumberjack_subtitle,Quest,Quest Info,,,"10 Steel Axe Lumberjacks",,,,,,,,,,,,,
quest_steelaxelumberjack_description,Quest,Quest Info,,,"Accept this quest to eliminate 10 Steel Axe Lumberjacks with a Steel Axe. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,

quest_machetepartygirl,items,Quest - Challenge,,,"Machete Mangler - Party Girl",,,,,,,,,,,,,
quest_machetepartygirlDesc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to find and eliminate 10 Machete Party Girls with a Machete. Earn XP, Dukes, and 1 Skill Point upon completion.\n\nAdditional Quest Notes can be found in safes. Scraps to 50 paper.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, 10 Machete-Partygirls mit einer Machete zu finden und zu eliminieren. Verdiene nach Abschluss EP, Jeton aus Dukes Kasino und 1 Fertigkeitspunkt.\n\nZusätzliche Questnotizen finden Sie in Safes. Reste auf 50 Papier.",,,,,,,,,,,
quest_machetepartygirl_offer,Quest,Quest Info,,,"Accept this quest to eliminate 10 Machete Party Girls with a Machete. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,
quest_machetepartygirl_name,Quest,Quest Info,,,"10 Machete Party Girls",,,,,,,,,,,,,
quest_machetepartygirl_subtitle,Quest,Quest Info,,,"10 Machete Party Girls",,,,,,,,,,,,,
quest_machetepartygirl_description,Quest,Quest Info,,,"Accept this quest to eliminate 10 Machete Party Girls with a Machete. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,

quest_pistolbusinessman,items,Quest - Challenge,,,"Pistol Whip - Businessman",,,,,,,,,,,,,
quest_pistolbusinessmanDesc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to find and eliminate 10 Pistol Businessmen with a Pistol. Earn XP, Dukes, and 1 Skill Point upon completion.\n\nAdditional Quest Notes can be found in safes. Scraps to 50 paper.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, 10 Pistolengeschäftsleute mit einer Pistole zu finden und zu eliminieren. Verdiene nach Abschluss EP, Jeton aus Dukes Kasino und 1 Fertigkeitspunkt.\n\nZusätzliche Questnotizen finden Sie in Safes. Reste auf 50 Papier.",,,,,,,,,,,
quest_pistolbusinessman_offer,Quest,Quest Info,,,"Accept this quest to eliminate 10 Pistol Businessmen with a Pistol. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,
quest_pistolbusinessman_name,Quest,Quest Info,,,"10 Pistol Businessmen",,,,,,,,,,,,,
quest_pistolbusinessman_subtitle,Quest,Quest Info,,,"10 Pistol Businessmen",,,,,,,,,,,,,
quest_pistolbusinessman_description,Quest,Quest Info,,,"Accept this quest to eliminate 10 Pistol Businessmen with a Pistol. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,

quest_compoundspider,items,Quest - Challenge,,,"Glider/Bombing - Spiders",,,,,,,,,,,,,
quest_compoundspiderDesc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to find and eliminate 10 Glider/Bomber Spiders with a Compound Bow. Earn XP, Dukes, and 1 Skill Point upon completion.\n\nAdditional Quest Notes can be found in safes. Scraps to 50 paper.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, 10 Segelflugzeug-/Bomberspinnen mit einem Compoundbogen zu finden und zu eliminieren. Verdiene nach Abschluss EP, Jeton aus Dukes Kasino und 1 Fertigkeitspunkt.\n\nZusätzliche Questnotizen finden Sie in Safes. Reste auf 50 Papier.",,,,,,,,,,,
quest_compoundspider_offer,Quest,Quest Info,,,"Accept this quest to eliminate 10 Glider/Bomber Spiders with a Compound Bow. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,
quest_compoundspider_name,Quest,Quest Info,,,"10 Glider/Bomber Spiders",,,,,,,,,,,,,
quest_compoundspider_subtitle,Quest,Quest Info,,,"10 Glider/Bomber Spiders",,,,,,,,,,,,,
quest_compoundspider_description,Quest,Quest Info,,,"Accept this quest to eliminate 10 Glider/Bomber Spiders with a Compound Bow. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,

quest_swissvetterliboe,items,Quest - Challenge,,,"Swiss Vetterli Rifle - Boe",,,,,,,,,,,,,
quest_swissvetterliboeDesc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to find and eliminate 10 Swiss Vetterli Rifle Boes with a Swiss Vetterli Rifle. Earn XP, Dukes, and 1 Skill Point upon completion.\n\nAdditional Quest Notes can be found in safes. Scraps to 50 paper.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, 10 Schweizer Vetterli-Gewehrboes mit einem Schweizer Vetterli-Gewehr zu finden und zu eliminieren. Verdiene nach Abschluss EP, Jeton aus Dukes Kasino und 1 Fertigkeitspunkt.\n\nZusätzliche Questnotizen finden Sie in Safes. Reste auf 50 Papier.",,,,,,,,,,,
quest_swissvetterliboe_offer,Quest,Quest Info,,,"Accept this quest to eliminate 10 Swiss Vetterli Rifle Boes with a Swiss Vetterli Rifle. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,
quest_swissvetterliboe_name,Quest,Quest Info,,,"10 Swiss Vetterli Rifle Boes",,,,,,,,,,,,,
quest_swissvetterliboe_subtitle,Quest,Quest Info,,,"10 Swiss Vetterli Rifle Boes",,,,,,,,,,,,,
quest_swissvetterliboe_description,Quest,Quest Info,,,"Accept this quest to eliminate 10 Swiss Vetterli Rifle Boes with a Swiss Vetterli Rifle. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,

quest_chainsawmoe,items,Quest - Challenge,,,"Chainsaw - Moe",,,,,,,,,,,,,
quest_chainsawmoeDesc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to find and eliminate 10 Chainsaw Moes with a Chainsaw. Earn XP, Dukes, and 1 Skill Point upon completion.\n\nAdditional Quest Notes can be found in safes. Scraps to 50 paper.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, 10 Kettensägen-Moes mit einer Kettensäge zu finden und zu eliminieren. Verdiene nach Abschluss EP, Jeton aus Dukes Kasino und 1 Fertigkeitspunkt.\n\nZusätzliche Questnotizen finden Sie in Safes. Reste auf 50 Papier.",,,,,,,,,,,
quest_chainsawmoe_offer,Quest,Quest Info,,,"Accept this quest to eliminate 10 Chainsaw Moes with a Chainsaw. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,
quest_chainsawmoe_name,Quest,Quest Info,,,"10 Chainsaw Moes",,,,,,,,,,,,,
quest_chainsawmoe_subtitle,Quest,Quest Info,,,"10 Chainsaw Moes",,,,,,,,,,,,,
quest_chainsawmoe_description,Quest,Quest Info,,,"Accept this quest to eliminate 10 Chainsaw Moes with a Chainsaw. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,

quest_desertvulturetomclark,items,Quest - Challenge,,,"Desert Vulture - Tom Clark",,,,,,,,,,,,,
quest_desertvulturetomclarkDesc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to find and eliminate 10 Desert Vulture Tom Clarks with a Desert Vulture. Earn XP, Dukes, and 1 Skill Point upon completion.\n\nAdditional Quest Notes can be found in safes. Scraps to 50 paper.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, 10 Wüstengeier zu finden und zu eliminieren. Tom Clarks mit einem Wüstengeier. Verdiene nach Abschluss EP, Jeton aus Dukes Kasino und 1 Fertigkeitspunkt.\n\nZusätzliche Questnotizen finden Sie in Safes. Reste auf 50 Papier.",,,,,,,,,,,
quest_desertvulturetomclark_offer,Quest,Quest Info,,,"Accept this quest to eliminate 10 Desert Vulture Tom Clarks with a Desert Vulture. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,
quest_desertvulturetomclark_name,Quest,Quest Info,,,"10 Desert Vulture Tom Clarks",,,,,,,,,,,,,
quest_desertvulturetomclark_subtitle,Quest,Quest Info,,,"10 Desert Vulture Tom Clarks",,,,,,,,,,,,,
quest_desertvulturetomclark_description,Quest,Quest Info,,,"Accept this quest to eliminate 10 Desert Vulture Tom Clarks with a Desert Vulture. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,

quest_pumpshotgunbiker,items,Quest - Challenge,,,"Pump Shotgun - Biker",,,,,,,,,,,,,
quest_pumpshotgunbikerDesc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to find and eliminate 10 Pump Shotgun Bikers with a Pump Shotgun. Earn XP, Dukes, and 1 Skill Point upon completion.\n\nAdditional Quest Notes can be found in safes. Scraps to 50 paper.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, 10 Pump Shotgun-Biker mit einer Pump Shotgun zu finden und zu eliminieren. Verdiene nach Abschluss EP, Jeton aus Dukes Kasino und 1 Fertigkeitspunkt.\n\nZusätzliche Questnotizen finden Sie in Safes. Reste auf 50 Papier.",,,,,,,,,,,
quest_pumpshotgunbiker_offer,Quest,Quest Info,,,"Accept this quest to eliminate 10 Pump Shotgun Bikers with a Pump Shotgun. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,
quest_pumpshotgunbiker_name,Quest,Quest Info,,,"10 Pump Shotgun Bikers",,,,,,,,,,,,,
quest_pumpshotgunbiker_subtitle,Quest,Quest Info,,,"10 Pump Shotgun Bikers",,,,,,,,,,,,,
quest_pumpshotgunbiker_description,Quest,Quest Info,,,"Accept this quest to eliminate 10 Pump Shotgun Bikers with a Pump Shotgun. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,

quest_batonfatcop,items,Quest - Challenge,,,"Pipe Baton - Fat Cop",,,,,,,,,,,,,
quest_batonfatcopDesc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to find and eliminate 10 Pipe Baton Fat Cops with a Pipe Baton. Earn XP, Dukes, and 1 Skill Point upon completion.\n\nAdditional Quest Notes can be found in safes. Scraps to 50 paper.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, 10 Pipe Baton Fat Cops mit einem Pipe Baton zu finden und zu eliminieren. Verdiene nach Abschluss EP, Jeton aus Dukes Kasino und 1 Fertigkeitspunkt.\n\nZusätzliche Questnotizen finden Sie in Safes. Reste auf 50 Papier.",,,,,,,,,,,
quest_batonfatcop_offer,Quest,Quest Info,,,"Accept this quest to eliminate 10 Pipe Baton Fat Cops with a Pipe Baton. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,
quest_batonfatcop_name,Quest,Quest Info,,,"10 Pipe Baton Fat Cops",,,,,,,,,,,,,
quest_batonfatcop_subtitle,Quest,Quest Info,,,"10 Pipe Baton Fat Cops",,,,,,,,,,,,,
quest_batonfatcop_description,Quest,Quest Info,,,"Accept this quest to eliminate 10 Pipe Baton Fat Cops with a Pipe Baton. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,

quest_steelclubfemalefat,items,Quest - Challenge,,,"Steel Club - Big Momma",,,,,,,,,,,,,
quest_steelclubfemalefatDesc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to find and eliminate 10 Steel Club Big Mommas with a Steel Club. Earn XP, Dukes, and 1 Skill Point upon completion.\n\nAdditional Quest Notes can be found in safes. Scraps to 50 paper.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, 10 Steel Club Big Mommas mit einer Steel Club zu finden und zu eliminieren. Verdiene nach Abschluss EP, Jeton aus Dukes Kasino und 1 Fertigkeitspunkt.\n\nZusätzliche Questnotizen finden Sie in Safes. Reste auf 50 Papier.",,,,,,,,,,,
quest_steelclubfemalefat_offer,Quest,Quest Info,,,"Accept this quest to eliminate 10 Steel Club Big Mommas with a Steel Club. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,
quest_steelclubfemalefat_name,Quest,Quest Info,,,"10 Steel Club Big Mommas",,,,,,,,,,,,,
quest_steelclubfemalefat_subtitle,Quest,Quest Info,,,"10 Steel Club Big Mommas",,,,,,,,,,,,,
quest_steelclubfemalefat_description,Quest,Quest Info,,,"Accept this quest to eliminate 10 Steel Club Big Mommas with a Steel Club. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,

quest_boltnurse,items,Quest - Challenge,,,"Bolt - Nurse",,,,,,,,,,,,,
quest_boltnurseDesc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to find and eliminate 10 Bolt Nurses with a Compound Crossbow. Earn XP, Dukes, and 1 Skill Point upon completion.\n\nAdditional Quest Notes can be found in safes. Scraps to 50 paper.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, 10 Bolt Nurses mit einer Compound-Armbrust zu finden und zu eliminieren. Verdiene nach Abschluss EP, Jeton aus Dukes Kasino und 1 Fertigkeitspunkt.\n\nZusätzliche Questnotizen finden Sie in Safes. Reste auf 50 Papier.",,,,,,,,,,,
quest_boltnurse_offer,Quest,Quest Info,,,"Accept this quest to eliminate 10 Bolt Nurses with a Compound Crossbow. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,
quest_boltnurse_name,Quest,Quest Info,,,"10 Bolt Nurses",,,,,,,,,,,,,
quest_boltnurse_subtitle,Quest,Quest Info,,,"10 Bolt Nurses",,,,,,,,,,,,,
quest_boltnurse_description,Quest,Quest Info,,,"Accept this quest to eliminate 10 Bolt Nurses with a Compound Crossbow. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,

quest_steelsledgehammerfathawaiian,items,Quest - Challenge,,,"Steel Sledgehammer - Tourists",,,,,,,,,,,,,
quest_steelsledgehammerfathawaiianDesc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to find and eliminate 10 Steel Sledgehammer Tourists with a Steel Sledgehammer. Earn XP, Dukes, and 1 Skill Point upon completion.\n\nAdditional Quest Notes can be found in safes. Scraps to 50 paper.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, 10 Stahl-Vorschlaghammer-Touristen mit einem Stahl-Vorschlaghammer zu finden und zu eliminieren. Verdiene nach Abschluss EP, Jeton aus Dukes Kasino und 1 Fertigkeitspunkt.\n\nZusätzliche Questnotizen finden Sie in Safes. Reste auf 50 Papier.",,,,,,,,,,,
quest_steelsledgehammerfathawaiian_offer,Quest,Quest Info,,,"Accept this quest to eliminate 10 Steel Sledgehammer Tourists with a Steel Sledgehammer. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,
quest_steelsledgehammerfathawaiian_name,Quest,Quest Info,,,"10 Steel Sledgehammer Tourists",,,,,,,,,,,,,
quest_steelsledgehammerfathawaiian_subtitle,Quest,Quest Info,,,"10 Steel Sledgehammer Tourists",,,,,,,,,,,,,
quest_steelsledgehammerfathawaiian_description,Quest,Quest Info,,,"Accept this quest to eliminate 10 Steel Sledgehammer Tourists with a Steel Sledgehammer. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,

quest_steelpanmarlene,items,Quest - Challenge,,,"Steel Pan - Marlene",,,,,,,,,,,,,
quest_steelpanmarleneDesc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to find and eliminate 10 Steel Pan Marlenes with a High Grade Steel Pan. Earn XP, Dukes, and 1 Skill Point upon completion.\n\nAdditional Quest Notes can be found in safes. Scraps to 50 paper.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, 10 Steel Pan Marlenes mit einer hochwertigen Steel Pan zu finden und zu eliminieren. Verdiene nach Abschluss EP, Jeton aus Dukes Kasino und 1 Fertigkeitspunkt.\n\nZusätzliche Questnotizen finden Sie in Safes. Reste auf 50 Papier.",,,,,,,,,,,
quest_steelpanmarlene_offer,Quest,Quest Info,,,"Accept this quest to eliminate 10 Steel Pan Marlenes with a High Grade Steel Pan. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,
quest_steelpanmarlene_name,Quest,Quest Info,,,"10 Steel Pan Marlenes",,,,,,,,,,,,,
quest_steelpanmarlene_subtitle,Quest,Quest Info,,,"10 Steel Pan Marlenes",,,,,,,,,,,,,
quest_steelpanmarlene_description,Quest,Quest Info,,,"Accept this quest to eliminate 10 Steel Pan Marlenes with a High Grade Steel Pan. XP, Dukes, and 1 Skill Point for your troubles.",,,,,,,,,,,,,

quest_radiatedpreppers,items,Quest - Challenge,,,"Radiated Weapon Zombies",,,,,,,,,,,,,
quest_radiatedpreppersDesc,items,Quest - Challenge,,,"Read this Quest Note, and accept the challenge to find and eliminate 100 Radiated Zombies with Weapons. Find them in the Wasteland, Boss POIs, and during Horde Night. There is no restriction on your weapon. Earn XP, Dukes, and 2 Skill Points upon completion.\n\nAdditional Quest Notes can be found in safes. Scraps to 50 paper.",,"Lesen Sie diese Questnotiz und nehmen Sie die Herausforderung an, 100 verstrahlte Zombies mit Waffen zu finden und zu eliminieren. Finde sie im Ödland, Boss POIs, und während der Nacht der Horde. Es gibt keine Einschränkung hinsichtlich Ihrer Waffe. Verdiene nach Abschluss EP, Jeton aus Dukes Kasino und 2 Fertigkeitspunkts.\n\nZusätzliche Questnotizen finden Sie in Safes. Reste auf 50 Papier.",,,,,,,,,,,
quest_radiatedpreppers_offer,Quest,Quest Info,,,"Accept this quest to eliminate 100 Radiated Zombies with Weapons. Find them in the Wasteland, Boss POIs, and during Horde Night. There is no restriction on your weapon. XP, Dukes, and 2 Skill Points for your troubles.",,,,,,,,,,,,,
quest_radiatedpreppers_name,Quest,Quest Info,,,"100 Radiated Weapon Zombies",,,,,,,,,,,,,
quest_radiatedpreppers_subtitle,Quest,Quest Info,,,"100 Radiated Weapon Zombies",,,,,,,,,,,,,
quest_radiatedpreppers_description,Quest,Quest Info,,,"Accept this quest to eliminate 100 Radiated Zombies with Weapons. Find them in the Wasteland, Boss POIs, and during Horde Night. There is no restriction on your weapon. XP, Dukes, and 2 Skill Points for your troubles.",,,,,,,,,,,,,

qc_1Skill,items,Quest - Challenge,,,"1 Skill Point",,,,,,,,,,,,,
qc_1SkillDesc,items,Quest - Challenge,,,"Bingo! Give yourself 1 Skill Point, Prepper.",,,,,,,,,,,,,
qc_1Skill_offer,Quest,Quest Info,,,"Bingo! Give yourself 1 Skill Point, Prepper.",,,,,,,,,,,,,
qc_1Skill_name,Quest,Quest Info,,,"1 Skill Point",,,,,,,,,,,,,
qc_1Skill_subtitle,Quest,Quest Info,,,"1 Skill Point",,,,,,,,,,,,,
qc_1Skill_description,Quest,Quest Info,,,"Bingo! Give yourself 1 Skill Point, Prepper.",,,,,,,,,,,,,

qc_2Skill,items,Quest - Challenge,,,"2 Skill Points",,,,,,,,,,,,,
qc_2SkillDesc,items,Quest - Challenge,,,"Jackpot! Give yourself 2 Skill Points, Prepper.",,,,,,,,,,,,,
qc_2Skill_offer,Quest,Quest Info,,,"Jackpot! Give yourself 2 Skill Points, Prepper",,,,,,,,,,,,,
qc_2Skill_name,Quest,Quest Info,,,"2 Skill Points",,,,,,,,,,,,,
